t_id,update_time,h_cur,h_vol,h_set,h_pow,h_vel,h_tor,unknow_1,unknow_2,c_cur,c_vol,c_set,c_pow,c_vel,c_tor,unknow_3,unknow_4,s_cur,s_vol,s_set,s_pow,s_vel,s_tor,unknow_5,unknow_6,unknow_7,lw_cur,lw_vol,lw_set,lw_pow,lw_vel,lw_tor,unknow_8,unknow_9,rw_cur,rw_vol,rw_set,rw_pow,rw_vel,rw_tor,unknow_10,unknow_11,x,y,z,tilt,yaw,speed,mode,latitude,longitude,cro_for,cro_bac,swi_left,swi_right,dip_order,dip_work,dig_indicate,walk_mode_indicate,walk_mode,dig_mode,server_time,d_number
39347109,2023/4/2 10:40:04,4842,130,0,-2848,1721,-3,0,0,3520,78,0,239,-26,0,239,-1215,3528,2629,0,-7,-1628,-13824,3968,-6,18828,1,0,0,0,-807,-3584,0,0,1,0,0,0,-2659,-1024,0,0,3212489.419,570520.2249,176,1.0583,135.9844,1.396408,4,,,,,,,,,,,40,,10:40:06,18
39347110,2023/4/2 10:40:05,4730,124,0,-2765,-189,-2,0,0,3550,80,0,450,-6,0,450,-20320,3477,2578,0,30,-1642,5632,3907,-1,27952,1,0,0,0,-807,-3584,0,0,1,0,0,0,-2659,-1024,0,0,3212489.49,570519.8348,176,0.7847,139.6323,1.394556,4,,,,,,,,,,,40,,10:40:07,18
39347111,2023/4/2 10:40:06,4706,127,0,-2753,-1916,0,0,0,3564,82,0,548,0,0,548,-14456,4236,2335,-2985,-3011,-1656,22016,3620,-622,-20434,3,0,0,0,-807,-3584,0,0,1,0,0,0,-2659,-1024,0,0,3212489.58,570519.4608,176,0.9598,143.4312,1.32418,4,,,,,,,,,,,40,,10:40:08,18
39347112,2023/4/2 10:40:07,4702,125,0,-2753,-3051,0,0,0,3562,82,0,538,0,0,538,-14964,4987,1538,-4540,-4520,-1667,14336,2443,-675,18465,2,0,0,0,-807,-3584,0,0,0,0,0,0,-2659,-1024,0,0,3212489.689,570519.0867,176,1.0904,147.1235,1.346404,4,,,,,,,,,,,40,,10:40:09,18
39347113,2023/4/2 10:40:08,4699,126,0,-2754,-3308,0,0,0,3557,80,0,497,0,0,497,-9314,7673,346,-8734,-8728,-1674,-10240,779,-477,31184,1,0,0,0,-807,-3584,0,0,1,0,0,0,-2659,-1024,0,0,3212489.816,570518.7774,176,1.7834,150.4098,1.094532,4,,,,,,,,,,,40,,10:40:10,18
39347114,2023/4/2 10:40:09,4700,125,0,-2753,-2618,0,0,0,3555,82,0,498,0,0,498,-2362,7757,1045,-8734,-8728,-1673,27136,-1043,489,-29433,0,0,0,0,-807,-3584,0,0,0,0,0,0,-2659,-1024,0,0,3212489.889,570518.5658,175.9,0.1501,152.3206,0.62968,4,,,,,,,,,,,40,,10:40:11,18
39347115,2023/4/2 10:40:10,4700,127,0,-2753,-1165,0,0,0,3553,82,0,498,0,0,498,13700,7574,2503,-8734,-8725,-1665,16896,-3250,1503,-29982,1,0,0,0,-807,-3584,0,0,1,0,0,0,-2659,-1024,0,0,3212489.925,570518.5007,175.9,0.7103,152.9667,0.068524,4,,,,,,,,,,,40,,10:40:12,18
39347116,2023/4/2 10:40:11,4701,126,0,-2753,620,0,0,0,3558,81,0,498,0,0,498,-25316,6465,3561,-6939,-7064,-1650,-1536,-5066,2445,-30821,2,0,0,0,-807,-3584,0,0,1,0,0,0,-2659,-1024,0,0,3212489.871,570518.6147,175.9,0.3987,151.8455,0.742652,4,,,,,,,,,,,40,,10:40:13,18
39347117,2023/4/2 10:40:12,4703,126,0,-2753,2236,0,0,0,3555,83,0,498,0,0,498,-3460,3592,3646,0,-30,-1630,27648,-5467,2,-850,0,0,0,0,-807,-3584,0,0,0,0,0,0,-2659,-1024,0,0,3212489.761,570518.9076,176,0.8101,148.9973,1.514936,4,,,,,,,,,,,40,,10:40:14,18
39347118,2023/4/2 10:40:13,4701,128,0,-2753,3193,0,0,0,3555,84,0,499,0,0,499,1896,3465,3428,0,-1,-1610,-1536,-5178,14,-27093,1,0,0,0,-807,-3584,0,0,0,0,0,0,-2659,-1024,0,0,3212489.598,570519.3795,176,1.1756,144.2813,2.079796,4,,,,,,,,,,,40,,10:40:15,18
39347119,2023/4/2 10:40:14,4699,127,0,-2753,3229,0,0,0,3556,80,0,498,0,0,498,16674,3495,3440,0,54,-1590,5632,-5158,4,31,2,0,0,0,-807,-3584,0,0,0,0,0,0,-2659,-1024,0,0,3212489.491,570519.916,176,1.0662,138.6996,1.937192,4,,,,,,,,,,,40,,10:40:16,18
39347120,2023/4/2 10:40:15,4700,126,0,-2754,2332,0,0,0,3557,81,0,500,0,0,500,23358,3530,3302,0,-21,-1572,-17408,-4983,-13,23530,0,0,0,0,-807,-3584,0,0,1,0,0,0,-2659,-1024,0,0,3212489.401,570520.4361,176,1.2234,133.9277,1.890892,4,,,,,,,,,,,40,,10:40:17,18
39347121,2023/4/2 10:40:16,4699,126,0,-2753,749,0,0,0,5259,3261,9936,3138,4436,752,3138,28368,3498,3177,0,-36,-1554,-10752,-4799,6,-23168,0,0,0,0,-807,-3584,0,0,1,0,-9846,0,-2659,-1024,0,0,3212489.368,570520.9397,176,1.5482,129.0593,1.7131,4,,,,,,,,,,,40,,10:40:18,18
39347122,2023/4/2 10:40:17,4201,2464,2099,-2096,-2784,2202,-171,235,3689,7393,10446,-569,11207,521,-570,-19832,3541,3083,0,0,-1536,13312,-4649,5,-10284,2,0,-2121,0,-807,-3584,0,0,1,0,-10488,0,-2659,-1024,0,0,3212489.389,570521.3942,176.1,1.8108,124.1185,1.700136,4,,,,,,,,,,,40,,10:40:19,18
39347123,2023/4/2 10:40:18,5257,691,629,-3222,-1,688,-219,-544,3691,4062,5620,-779,6210,-5,-780,24856,6065,3659,-6451,-6406,-1516,20992,-5315,2052,25384,2,0,-643,0,-807,-3584,0,0,0,0,-5641,0,-2659,-1024,0,0,3212489.429,570521.881,176.1,1.3707,119.9578,1.609388,4,,,,,,,,,,,40,,10:40:20,18
39347124,2023/4/2 10:40:19,4894,127,0,-2888,-3114,2,-1,0,3566,3194,4678,568,4696,228,568,-27776,6346,4866,-6865,-6850,-1492,-25088,-7101,3042,29951,1,0,0,0,-807,-3584,0,0,0,0,-4681,0,-2659,-1024,0,0,3212489.524,570522.3351,176.1,2.2743,115.3011,1.668652,4,,,,,,,,,,,40,,10:40:21,18
39347125,2023/4/2 10:40:20,4761,132,0,-2792,-1742,-21,0,0,4002,2710,3969,1536,3957,367,1536,17736,6395,5968,-6863,-6846,-1462,-3584,-8704,3658,19211,1,0,0,0,-807,-3584,0,0,3,0,-3976,0,-2659,-1024,0,0,3212489.675,570522.8862,176.1,1.9835,109.7032,2.359448,4,,,,,,,,,,,40,,10:40:22,18
39347126,2023/4/2 10:40:21,4489,120,0,-2513,268,-2,0,0,3520,1408,1467,208,2120,103,208,5934,5104,7113,-4319,-4421,-1425,25600,-10610,3384,-6577,1,0,0,0,-807,-3584,0,0,0,0,-1584,0,-2659,-1024,0,0,3212489.938,570523.5665,176.1,1.913,103.389,2.959496,4,,,,,,,,,,,40,,10:40:23,18
39347127,2023/4/2 10:40:22,4454,119,0,-2483,1762,0,0,0,3928,99,0,1415,9,0,1415,3624,3945,7407,0,35,-1387,-22016,-11175,4,-22528,2,0,0,0,-807,-3584,0,0,0,0,0,0,-2659,-1024,0,0,3212490.368,570524.3432,176.2,2.5109,94.4033,3.461388,4,,,,,,,,,,,40,,10:40:24,18
39347128,2023/4/2 10:40:23,4453,119,0,-2485,2787,0,0,0,4186,132,634,1822,-19,-3,1822,-30504,3608,6502,0,14,-1348,27648,-9788,0,13744,2,0,0,0,-807,-3584,0,0,1,0,-294,0,-2659,-1024,0,0,3212491.001,570525.1187,176.2,2.0012,85.0103,3.866976,4,,,,,,,,,,,40,,10:40:25,18
39347129,2023/4/2 10:40:24,3990,2468,2119,-1590,-2592,2208,-66,452,5603,5517,8220,3456,8008,1765,3456,-14944,3331,6854,0,-29,-1310,-32768,-10328,6,13168,1,0,-2129,0,-807,-3584,0,0,1,0,-8233,0,-2659,-1024,0,0,3212491.781,570525.7958,176.3,2.5662,75.1588,3.691036,4,,,,,,,,,,,40,,10:40:26,18
39347130,2023/4/2 10:40:25,4308,2381,2115,-2199,2490,2102,-297,4,4762,3823,5547,2576,5489,778,2576,4816,3401,6829,0,-32,-1272,-9216,-10302,-19,14576,1,0,-2133,0,-807,-3584,0,0,0,0,-5552,0,-2659,-1024,0,0,3212492.634,570526.3426,176.3,1.888,64.9209,3.644736,4,,,,,,,,,,,40,,10:40:27,18
39347131,2023/4/2 10:40:26,3851,3763,3218,-1783,-1877,3196,-392,96,4515,2897,4265,2275,4218,492,2275,-2272,4422,6036,3347,3349,-1236,-3584,-9167,-1897,-5472,1,0,-3245,0,-807,-3584,0,0,1,0,-4285,0,-2659,-1024,0,0,3212493.56,570526.7103,176.3,1.537,55.3263,3.618808,4,,,,,,,,,,,40,,10:40:28,18
39347132,2023/4/2 10:40:27,4664,5742,5000,-2577,3232,4979,-457,-254,4870,2174,3053,2701,3016,523,2701,-12112,5105,5498,4746,4716,-1203,27136,-8454,-2434,-16072,0,0,-5168,0,-807,-3584,0,0,0,0,-3053,0,-2659,-1024,0,0,3212494.54,570526.9316,176.3,1.2998,46.0555,3.533616,4,,,,,,,,,,,40,,10:40:29,18
39347133,2023/4/2 10:40:28,3850,7236,6288,-1571,-1652,6264,-563,346,4280,635,491,1976,791,151,1976,27048,8685,3896,10217,10180,-1176,9728,-6071,-3582,-14576,0,0,-6299,0,-807,-3584,0,0,1,0,-562,0,-2659,-1024,0,0,3212495.446,570526.9747,176.3,1.1575,37.067,3.118768,4,,,,,,,,,,,40,,10:40:30,18
39347134,2023/4/2 10:40:29,4102,7285,6293,-2010,-2939,6292,-773,3,5126,164,0,2981,-19,-2,2981,19376,11467,1386,14046,14051,-1160,16896,-2445,-2428,-29952,2,0,-6304,0,-807,-3584,0,0,0,0,0,0,-2659,-1024,0,0,3212496.221,570526.905,176.3,0.8395,29.2747,2.615024,4,,,,,,,,,,,40,,10:40:31,18
39347135,2023/4/2 10:40:30,4289,7308,6244,-2253,-1462,6361,-779,-362,5159,1020,-1992,2440,-2051,-253,2440,-6144,11539,1573,14046,13982,-1159,-12288,1400,1014,20796,0,0,-6192,0,-807,-3584,0,0,1,0,1988,0,-2659,-1024,0,0,3212496.793,570526.804,176.3,0.9977,24.1724,1.705692,4,,,,,,,,,,,40,,10:40:32,18
39347136,2023/4/2 10:40:31,6703,2276,539,-4629,-148,2126,-810,-2081,5951,252,0,3679,173,-38,3679,-10464,3429,2221,0,156,-1168,5632,3127,-2,26388,2,0,-560,0,-807,-3584,0,0,2,0,0,0,-2659,-1024,0,0,3212496.996,570526.7541,176.3,0.5254,22.1377,0.21298,4,,,,,,,,,,,40,,10:40:33,18
39347137,2023/4/2 10:40:32,3334,711,948,-965,-1528,568,-45,927,7599,1947,2710,5214,2700,774,5214,9376,8122,1109,-8697,-8490,-1180,-4608,2191,-1197,-31320,1,0,-1032,0,-807,-3584,0,0,0,0,-2717,0,-2659,-1024,0,0,3212496.812,570526.8039,176.3,0.7543,23.8571,1.261212,4,,,,,,,,,,,40,,10:40:34,18
39347138,2023/4/2 10:40:33,3721,3161,2734,-1617,-2399,2697,-249,82,6629,2459,3385,4410,3336,881,4410,23456,11373,1055,-13644,-13722,-1187,-22016,1221,-934,12424,1,0,-2725,0,-807,-3072,0,0,1,0,-3385,0,-2659,-1024,0,0,3212496.498,570526.8708,176.3,0.5091,27.0258,1.401964,4,,,,,,,,,,,40,,10:40:35,18
39347139,2023/4/2 10:40:34,3472,141,2013,-1138,-2140,40,-5,620,9099,3008,4822,6668,3991,1167,6668,-5824,10087,2613,-12378,-12439,-1184,-26112,-2852,2030,10520,1,0,-2225,0,-807,-3072,0,0,2,0,-4754,0,-2659,-1024,0,0,3212496.258,570526.921,176.3,0.8834,29.0223,0.640792,4,,,,,,,,,,,40,,10:40:36,18
39347140,2023/4/2 10:40:35,2920,6933,5996,-764,1983,5975,-105,647,5866,2365,3099,3745,3321,831,3745,20384,3366,2398,0,-19,-1170,25600,-3541,7,-29536,0,0,-6004,0,-807,-3072,0,0,1,0,-3097,0,-2659,-1024,0,0,3212496.166,570526.9378,176.3,1.3723,30.3796,0.116676,4,,,,,,,,,,,40,,10:40:37,18
39347141,2023/4/2 10:40:36,3706,7252,6293,-1451,693,6262,-594,34,7847,1693,2218,5570,2125,712,5570,5024,7122,1975,7513,7861,-1156,29696,-3249,-1362,-22248,2,0,-6321,0,-807,-3072,0,0,1,0,-2221,0,-2659,-1024,0,0,3212496.461,570526.871,176.3,1.3595,27.2448,1.55568,4,,,,,,,,,,,40,,10:40:38,18
39347142,2023/4/2 10:40:37,3075,10250,9418,-214,-64,8804,-265,885,8429,350,203,6078,116,100,6078,28032,9325,118,11042,11034,-1149,17920,-385,-364,6916,2,0,-9517,0,-807,-3072,0,0,0,0,-210,0,-2659,-1024,0,0,3212496.867,570526.7873,176.3,0.8051,23.9496,1.679764,4,,,,,,,,,,,40,,10:40:39,18
39347143,2023/4/2 10:40:38,2398,10786,10624,-1043,738,10604,-656,-3,11006,352,0,8263,-20,-18,8263,9664,9133,2694,11136,11149,-1154,-31744,3155,1820,-19428,0,0,-10628,0,-807,-3072,0,0,0,0,0,0,-2659,-1024,0,0,3212497.162,570526.7043,176.3,0.5378,20.5218,0.86118,4,,,,,,,,,,,40,,10:40:40,18
39347144,2023/4/2 10:40:39,2974,10931,10649,-549,35,10632,-408,156,11963,292,0,9045,-575,10,9045,-18560,3363,3643,0,6,-1171,-26112,5481,794,10108,3,0,-10508,0,-807,-3072,0,0,2,0,0,0,-2659,-1024,0,0,3212497.181,570526.7042,176.3,0.6995,20.2947,0.422256,4,,,,,,,,,,,40,,10:40:41,18
39347145,2023/4/2 10:40:40,3310,5524,4828,-1269,1581,4821,-708,-728,7560,4822,-11008,4950,-7840,-2148,4950,25536,5462,3066,-5381,-5285,-1190,-30208,4888,-1552,1904,2,0,-4852,0,-807,-3072,0,0,0,0,10904,0,-2659,-1024,0,0,3212496.867,570526.7873,176.3,-0.1044,23.2108,1.711248,4,,,,,,,,,,,40,,10:40:42,18
39347146,2023/4/2 10:40:41,4310,176,-3420,-2354,545,1,-31,-98,8774,8853,-12764,6405,-13581,-4291,6405,-576,7799,1238,-8893,-8887,-1203,22528,2127,-1258,-18144,0,0,3847,0,-807,-3072,0,0,1,0,12770,0,-2659,-1024,0,0,3212496.351,570526.9204,176.3,0.8251,28.5818,2.207584,4,,,,,,,,,,,40,,10:40:43,18
39347147,2023/4/2 10:40:42,9173,7530,-8009,-6814,-4292,-6004,2224,-1665,6309,9378,-13838,-4241,-13871,4366,-4242,-27328,6894,298,-7576,-7549,-1206,-14848,-211,70,4472,1,0,8005,0,-807,-3072,0,0,3,0,13855,0,-2659,-1024,0,0,3212495.908,570526.9556,176.3,0.989,32.6924,1.466784,4,,,,,,,,,,,40,,10:40:44,18
39347148,2023/4/2 10:40:43,11122,9899,-8302,-8276,-5050,-8052,3500,2,11099,9524,-15741,-8236,-13562,7132,-8237,16832,5404,187,-5220,-5162,-1204,2560,-118,76,23864,1,0,8304,0,-807,-1536,0,0,0,0,15753,0,-2659,-1024,0,0,3212495.686,570526.9732,176.3,0.5152,34.4389,0.225944,4,,,,,,,,,,,40,,10:40:45,18
39347149,2023/4/2 10:40:44,13233,10458,-8471,-10017,-5690,-8416,5026,6,11230,5435,-15725,-8457,-7787,4026,-8458,-7680,3785,356,-1626,-1624,-1203,31744,-443,43,-11928,1,0,8471,0,-806,10752,65,0,0,0,15726,0,-2659,-1024,0,0,3212495.723,570526.973,176.3,0.893,34.4492,0.394476,4,,,,,,,,,,,40,,10:40:46,18
39347150,2023/4/2 10:40:45,9184,10349,-8490,-6651,-3926,-8572,3730,-8,10950,4827,-15709,-8233,-6639,2485,-8234,-1472,3543,211,0,1,-1201,18432,-290,0,-24944,3,0,8491,0,-806,11776,0,0,1,0,15713,0,-2659,-1024,0,0,3212495.741,570526.9729,176.3,0.8577,34.2069,0.164828,4,,,,,,,,,,,40,,10:40:47,18
39347151,2023/4/2 10:40:46,10432,8912,-7177,-7809,-5879,-7292,3677,-11,11175,4508,-15715,-8442,-6673,3118,-8443,-25792,3522,174,0,0,-1200,22528,-230,0,-20048,0,0,7174,0,-806,11776,0,0,1,0,15725,0,-2659,-1024,0,0,3212495.815,570526.9562,176.3,0.7749,33.61,0.238908,4,,,,,,,,,,,40,,10:40:48,18
39347152,2023/4/2 10:40:47,12222,8570,-6883,-9349,-7833,-7046,4097,-34,11035,2900,-15711,-8304,-3570,1751,-8305,-25472,3522,76,0,11,-1200,24576,0,0,-17984,1,0,6878,0,-806,11776,0,0,0,0,15725,0,-2659,-1024,0,0,3212495.871,570526.9721,176.3,0.9832,33.1456,0.261132,4,,,,,,,,,,,40,,10:40:49,18
39347153,2023/4/2 10:40:48,11770,7927,-6403,-8778,-3121,-6336,3426,-6,11054,4211,-15720,-8288,-5791,2713,-8289,17472,3534,73,0,0,-1200,10752,17,0,-30416,0,0,6390,0,-806,11776,0,0,2,0,15741,0,-2659,-1024,0,0,3212495.871,570526.9721,176.3,0.7551,33.2484,0.031484,4,,,,,,,,,,,40,,10:40:50,18
39347154,2023/4/2 10:40:49,11957,7054,-5754,-9192,1529,-5820,2964,-1,11130,4945,-15732,-8336,-7092,3504,-8337,25600,3529,72,0,15,-1200,10240,0,0,-32480,1,0,5748,0,-806,11776,0,0,0,0,15755,0,-2659,-1024,0,0,3212495.852,570526.956,176.3,0.5394,33.1594,0.116676,4,,,,,,,,,,,40,,10:40:51,18
39347155,2023/4/2 10:40:50,11007,7214,-5759,-8180,7280,-5784,3095,2,11417,4630,-15720,-8649,-6888,3298,-8650,-29184,3539,73,0,19,-1200,19968,-89,0,-22120,1,0,5752,0,-806,11776,0,0,0,0,15760,0,-2659,-1024,0,0,3212495.852,570526.9722,176.3,0.467,33.1582,0.070376,4,,,,,,,,,,,40,,10:40:52,18
39347156,2023/4/2 10:40:51,9982,6953,-5772,-7401,6124,-5793,2649,-7,8356,2891,-2112,-6015,-3799,1706,-6016,1376,4942,272,4569,4375,-1200,-16384,-127,-34,6872,1,0,5763,0,-806,11776,0,0,1,0,2113,0,-2659,-1024,0,0,3212495.871,570526.9721,176.3,0.8919,33.1869,0.088896,4,,,,,,,,,,,40,,10:40:53,18
39347157,2023/4/2 10:40:52,8630,6978,-5880,-6327,5904,-5616,2002,13,4073,1398,0,1609,-2195,-160,1609,2768,8950,1059,10629,10540,-1202,12800,1203,764,-29832,1,0,5980,0,-806,11776,0,0,2,0,0,0,-2659,-1024,0,0,3212495.871,570526.9559,176.3,0.9652,32.9527,0.12964,4,,,,,,,,,,,40,,10:40:54,18
39347158,2023/4/2 10:40:53,7735,8485,-7012,-5438,-3385,-7006,2320,-19,3870,89,0,-1296,18,-3,-1297,30768,10342,1978,12435,12470,-1209,-9216,2560,1782,8456,3,0,7009,0,-806,11776,0,0,1,0,4,0,-2659,-1024,0,0,3212495.871,570526.9559,176.3,1.1328,32.9111,0.098156,4,,,,,,,,,,,40,,10:40:55,18
39347159,2023/4/2 10:40:54,3781,5060,-1437,-1685,-230,-4419,966,2081,3817,85,0,-1200,-20,1,-1201,1840,10305,3141,12437,12424,-1221,18944,4258,3120,27752,1,0,1277,0,-806,11776,0,0,1,0,0,0,-2659,-1024,0,0,3212495.778,570526.9889,176.3,0.6683,34.1392,0.498188,4,,,,,,,,,,,40,,10:40:56,18
39347160,2023/4/2 10:40:55,6744,167,0,-4684,-230,4,0,0,3959,108,0,-1469,0,0,-1470,29544,8069,4182,9332,9354,-1240,8704,5944,3378,3232,1,0,-8,0,-806,11776,0,0,1,0,2,0,-2659,-1024,0,0,3212495.52,570526.9905,176.3,0.5681,36.5453,1.131572,4,,,,,,,,,,,40,,10:40:57,18
39347161,2023/4/2 10:40:56,7239,204,0,-5116,-3768,2,0,1,3895,85,0,-1335,-19,1,-1336,-30816,4421,4535,3545,3541,-1264,-31744,6715,1419,10192,0,0,0,0,-806,11776,0,0,1,0,0,0,-2659,-1024,0,0,3212495.095,570526.9769,176.3,1.6674,40.4824,1.785328,4,,,,,,,,,,,40,,10:40:58,18
39347162,2023/4/2 10:40:57,7337,204,0,-5201,-5100,0,0,0,3936,92,0,-1429,3,0,-1430,-4880,4390,4707,3521,3518,-1289,13312,6947,1472,-29160,2,0,-2,0,-806,11776,0,0,0,0,0,0,-2659,-1024,0,0,3212494.503,570526.9318,176.3,1.2142,46.1627,2.337224,4,,,,,,,,,,,40,,10:40:59,18
39347163,2023/4/2 10:40:58,7360,206,0,-5217,-1985,0,0,0,4005,113,0,-1545,0,0,-1546,-13184,3931,4499,2258,2264,-1315,23040,6710,1065,-10864,0,0,-5,0,-806,11776,0,0,0,0,0,0,-2659,-1024,0,0,3212493.856,570526.8059,176.3,1.471,52.2078,2.496496,4,,,,,,,,,,,40,,10:41:00,18
39347164,2023/4/2 10:40:59,7125,202,0,-5012,3072,-2,0,-1,3992,99,0,-1524,1,3,-1525,-29024,4516,3940,-3575,-3595,-1339,-31744,5942,-1051,-25936,0,0,0,0,-806,11776,0,0,1,0,2,0,-2659,-1024,0,0,3212493.227,570526.6312,176.3,1.8071,59.2415,2.440936,4,,,,,,,,,,,40,,10:41:01,18
39347165,2023/4/2 10:41:00,7059,200,0,-4955,4999,0,0,0,6715,3495,-6085,-4613,-4643,896,-4614,-22112,4625,3812,-3803,-3794,-1362,22016,5847,-1379,26432,1,0,0,0,-806,11776,0,0,1,0,5987,0,-2659,-1024,0,0,3212492.615,570526.3265,176.3,2.0942,65.6131,2.409452,4,,,,,,,,,,,40,,10:41:02,18
39347166,2023/4/2 10:41:01,7053,203,0,-4952,2773,0,0,0,5131,7533,-11149,-2965,-11175,2473,-2966,2288,6321,2676,-6745,-6746,-1381,-12800,4199,-1811,28512,2,0,0,0,-806,11776,0,0,1,0,11142,0,-2659,-1024,0,0,3212492.059,570526.0052,176.3,2.0873,71.4594,2.246476,4,,,,,,,,,,,40,,10:41:03,18
39347167,2023/4/2 10:41:02,7058,197,0,-4957,-1681,0,0,0,3588,2454,3305,-549,-3655,188,-550,-9716,6346,1797,-6723,-6743,-1395,-4608,2922,-1300,-25792,2,0,0,0,-806,11776,0,0,0,0,-3200,0,-2659,-1024,0,0,3212491.595,570525.6671,176.2,1.9618,76.6921,1.803848,4,,,,,,,,,,,40,,10:41:04,18
39347168,2023/4/2 10:41:03,7057,197,0,-4955,-4785,0,0,0,3716,2537,10623,185,3763,93,185,-14756,8585,722,-10026,-10046,-1403,-12288,1388,-990,-8704,1,0,0,0,-806,11776,0,0,1,0,-10614,0,-2659,-1024,0,0,3212491.28,570525.4092,176.2,1.9687,80.8866,1.279732,4,,,,,,,,,,,40,,10:41:05,18
39347169,2023/4/2 10:41:04,6168,2805,2517,-4079,-3235,2483,-474,491,4775,7374,11102,-2339,11214,-1018,-2340,13600,8772,356,-10081,-10258,-1405,-14336,-130,-25,28288,3,0,-2546,0,-806,11776,0,0,0,0,-11103,0,-2659,-1024,0,0,3212491.075,570525.1994,176.3,1.571,83.8643,0.783396,4,,,,,,,,,,,40,,10:41:06,18
39347170,2023/4/2 10:41:05,7085,3691,3290,-4916,3645,3315,-922,-10,6792,2869,0,-4555,4562,-1334,-4556,11136,3724,588,0,-96,-1402,-29696,-847,99,-4224,2,0,-3314,0,-806,11776,0,0,1,0,0,0,-2659,-1024,0,0,3212490.982,570525.1188,176.2,2.0324,85.0768,0.220388,4,,,,,,,,,,,40,,10:41:07,18
39347171,2023/4/2 10:41:06,7709,228,0,-5472,4721,1,-4,0,7576,2278,-15808,-5259,-2689,608,-5260,-5216,3710,885,0,-6,-1399,-512,-1378,0,-16512,1,0,0,0,-806,11776,0,0,0,0,15811,0,-2659,-1024,0,0,3212491.019,570525.1511,176.2,1.9066,84.8433,0.431516,4,,,,,,,,,,,40,,10:41:08,18
39347172,2023/4/2 10:41:07,6685,185,0,-4607,3705,-16,4,0,5175,8095,-14216,-2989,-11893,2117,-2990,21552,3754,614,0,-15,-1395,29184,-891,0,-12224,3,0,0,0,-806,11776,0,0,0,0,14393,0,-2659,-1024,0,0,3212491.094,570525.2155,176.2,1.984,83.6618,0.457444,4,,,,,,,,,,,40,,10:41:09,18
39347173,2023/4/2 10:41:08,7924,939,-2743,-5685,-4220,-539,38,-1504,3593,4757,0,4,-7215,110,4,-28472,3644,418,0,-17,-1392,22528,-610,0,2464,1,0,2839,0,-806,11776,0,0,1,0,0,0,-2659,-1024,0,0,3212491.168,570525.28,176.2,2.0604,82.592,0.329656,4,,,,,,,,,,,40,,10:41:10,18
39347174,2023/4/2 10:41:09,5845,3667,-2978,-3908,-1806,-2908,652,7,4099,74,0,-1677,84,-2,-1678,22672,3563,301,2430,-29,-1390,13312,-437,0,-24704,0,0,2974,0,-806,11776,0,0,1,0,2,0,-2659,-1024,0,0,3212491.224,570525.3609,176.2,1.7763,81.5768,0.253724,4,,,,,,,,,,,40,,10:41:11,18
39347175,2023/4/2 10:41:10,4899,3746,-2994,-2994,-2742,-3053,603,-26,3755,2877,5954,1044,4365,272,1044,12184,8574,989,9958,9932,-1391,18432,968,479,-11136,1,0,2997,0,-806,11776,0,0,1,0,-5894,0,-2659,-1024,0,0,3212491.261,570525.3931,176.2,1.7008,81.1963,0.200016,4,,,,,,,,,,,40,,10:41:12,18
39347176,2023/4/2 10:41:11,5139,3653,-2991,-3181,3171,-2968,585,9,3946,4562,6984,-1439,6964,-601,-1440,28216,9043,2557,10812,10829,-1399,12288,3252,2015,11456,1,0,2985,0,-806,11776,0,0,0,0,-6982,0,-2659,-1024,0,0,3212491.28,570525.4092,176.2,1.6895,81.0318,0.038892,4,,,,,,,,,,,40,,10:41:13,18
39347177,2023/4/2 10:41:12,4990,3663,-2990,-3055,749,-3010,578,2,3934,4548,6989,-1310,6901,-506,-1311,-24256,9136,4216,10811,10849,-1417,-3072,5883,3713,27904,0,0,2983,0,-806,11776,0,0,2,0,-6980,0,-2659,-1024,0,0,3212491.205,570525.3285,176.2,1.9732,81.9764,0.663016,4,,,,,,,,,,,40,,10:41:14,18
39347178,2023/4/2 10:41:13,4719,91,0,-2791,-2857,76,-2,10,3606,4595,6927,-665,6904,-296,-666,2400,8202,5771,9392,9570,-1443,29184,8330,5204,-24120,1,0,0,0,-806,11776,0,0,0,0,-6930,0,-2659,-1024,0,0,3212490.964,570525.1027,176.2,1.8685,85.6903,1.624204,4,,,,,,,,,,,40,,10:41:15,18
39347179,2023/4/2 10:41:14,4835,132,0,-2903,-3430,5,-1,0,5517,2979,2738,-3341,4780,-781,-3342,20880,3450,5590,0,-27,-1475,27648,8388,-15,-27362,1,0,0,0,-806,11776,0,0,2,0,-2981,0,-2659,-1024,0,0,3212490.591,570524.6504,176.2,2.4614,90.9931,2.533536,4,,,,,,,,,,,40,,10:41:16,18
39347180,2023/4/2 10:41:15,4770,134,0,-2833,-2559,-3,0,0,3548,466,704,-435,696,-31,-436,-14672,8032,5135,-9127,-9092,-1505,7680,7959,-3984,-16363,3,0,0,0,-806,11776,0,0,1,0,-706,0,-2659,-1024,0,0,3212490.144,570523.9387,176.2,1.8068,98.7889,3.326192,4,,,,,,,,,,,40,,10:41:17,18
39347181,2023/4/2 10:41:16,4710,132,0,-2768,-413,0,0,0,3586,407,641,-637,597,-21,-638,-6728,10472,2905,-12674,-12680,-1528,13312,4663,-3755,-8762,1,0,0,0,-806,11776,0,0,1,0,-642,0,-2659,-1024,0,0,3212489.769,570523.1616,176.1,1.5388,106.9344,3.22248,4,,,,,,,,,,,40,,10:41:18,18
